year,SCAM
-2074,0
-2073,0.06019306188035377
-2053,0.06019306188035377
-2033,0.06019306188035377
-2013,0.06019306188035377
-1993,0.06019306188035377
-1973,0.06019306188035377
-1953,0.06019306188035377
-1933,0.06019306188035377
-1913,0.06019306188035377
-1893,0.06019306188035377
-1873,0.06019306188035377
-1853,0.06019306188035377
-1833,0.06019306188035377
-1813,0.06019306188035377
-1793,0.06019306188035377
-1773,0.06019306188035377
-1753,0.06019306188035377
-1733,0.06019306188035377
-1713,0.06019306188035377
-1693,0.06019306188035377
-1673,0.06019306188035377
-1653,0.06019306188035377
-1633,0.06019306188035377
-1613,0.06019306188035377
-1593,0.06019306188035377
-1573,0.06019306188035377
-1553,0.06019306188035377
-1533,0.06019306188035377
-1513,0.06019306188035377
-1493,0.06019306188035377
-1473,0.06019306188035377
-1453,0.06019306188035377
-1433,0.06019306188035377
-1413,0.06019306188035377
-1393,0.06019306188035377
-1373,0.06019306188035377
-1353,0.06019306188035377
-1333,0.06019306188035377
-1313,0.06019306188035377
-1293,0.06019306188035377
-1273,0.06019306188035377
-1253,0.06019306188035377
-1233,0.06019306188035377
-1213,0.06019306188035377
-1193,0.06019306188035377
-1173,0.06019306188035377
-1153,0.06019306188035377
-1133,0.06019306188035377
-1113,0.06019306188035377
-1093,0.06019306188035377
-1073,0.06019306188035377
-1053,0.06019306188035377
-1033,0.06019306188035377
-1013,0.06019306188035377
-993,0.06019306188035377
-973,0.06019306188035377
-953,0.06019306188035377
-933,0.06019306188035377
-913,0.06019306188035377
-893,0.06019306188035377
-873,0.06019306188035377
-853,0.06019306188035377
-833,0.06019306188035377
-813,0.06019306188035377
-793,0.06019306188035377
-773,0.06019306188035377
-753,0.06019306188035377
-733,0.06019306188035377
-713,0.06019306188035377
-693,0.06019306188035377
-673,0.06019306188035377
-653,0.06019306188035377
-633,0.06019306188035377
-613,0.06019306188035377
-593,0.06019306188035377
-573,0.06019306188035377
-553,0.06019306188035377
-533,0.06019306188035377
-513,0.06019306188035377
-493,0.06019306188035377
-473,0.06019306188035377
-453,0.06019306188035377
-433,0.06019306188035377
-413,0.06019306188035377
-393,0.06019306188035377
-373,0.06019306188035377
-353,0.06019306188035377
-333,0.06019306188035377
-313,0.06019306188035377
-293,0.06019306188035377
-273,0.06019306188035377
-253,0.06019306188035377
-233,0.06019306188035377
-213,0.06019306188035377
-193,0.06019306188035377
-173,0.06019306188035377
-153,0.06019306188035377
-133,0.06019306188035377
-113,0.06019306188035377
-93,0.06019306188035377
-73,0.06019306188035377
-53,0.06019306188035377
-33,0.06019306188035377
-13,0.06019306188035377
7,0.06019306188035377
27,0.06019306188035377
47,0.06019306188035377
67,0.06019306188035377
87,0.06019306188035377
107,0.06019306188035377
127,0.06019306188035377
147,0.06019306188035377
167,0.06019306188035377
187,0.06019306188035377
207,0.06019306188035377
227,0.06019306188035377
247,0.06019306188035377
267,0.06019306188035377
287,0.06019306188035377
307,0.06019306188035377
327,0.06019306188035377
347,0.06019306188035377
367,0.06019306188035377
387,0.06019306188035377
407,0.06019306188035377
427,0.06019306188035377
447,0.06019306188035377
467,0.06019306188035377
487,0.06019306188035377
507,0.06019306188035377
527,0.06019306188035377
547,0.06019306188035377
567,0.06019306188035377
587,0.06019306188035377
607,0.06019306188035377
627,0.06019306188035377
647,0.06019306188035377
667,0.06019306188035377
687,0.06019306188035377
707,0.06019306188035377
727,0.06019306188035377
747,0.06019306188035377
767,0.06019306188035377
787,0.06019306188035377
807,0.06019306188035377
827,0.06019306188035377
847,0.06019306188035377
867,0.06019306188035377
887,0.06019306188035377
907,0.06019306188035377
927,0.06019306188035377
947,0.06019306188035377
967,0.06019306188035377
987,0.06019306188035377
1007,0.06019306188035377
1027,0.06019306188035377
1047,0.06019306188035377
1067,0.06019306188035377
1087,0.06019306188035377
1107,0.06019306188035377
1127,0.06019306188035377
1147,0.06019306188035377
1167,0.06019306188035377
1187,0.06019306188035377
1207,0.06019306188035377
1227,0.06019306188035377
1247,0.06019306188035377
1267,0.06019306188035377
1287,0.06019306188035377
1307,0.06019306188035377
1327,0.06019306188035377
1347,0.06019306188035377
1367,0.06019306188035377
1387,0.06019306188035377
1407,0.06019306188035377
1427,0.06019306188035377
1447,0.06019306188035377
1467,0.06019306188035377
1487,0.06019306188035377
1507,0.06019306188035377
1527,0.06019306188035377
1547,0.06019306188035377
1567,0.06019306188035377
1587,0.06019306188035377
1607,0.06019306188035377
1627,0.06019306188035377
1647,0.06019306188035377
1667,0.06019306188035377
1687,0.06019306188035377
1707,0.06019306188035377
1727,0.06019306188035377
1747,0.06019306188035377
1767,0.06019306188035377
1787,0.06019306188035377
1807,0.06019306188035377
1827,0.06019306188035377
1847,0.06019306188035377
1867,0.06019306188035377
1887,0.06019306188035377
1907,0.06019306188035377
1927,0.06019306188035377
1928,0.06019306188035377
1929,0.05979835381977589
1930,0.05965927012517146
1931,0.059526737739265576
1932,0.059397952264212545
1933,0.05927413030032713
1934,0.059155989055601016
1935,0.05904414410855773
1936,0.05893923368488414
1937,0.05884192903208899
1938,0.05875288243163794
1939,0.0586727235103964
1940,0.05860226683662087
1941,0.058541849716546995
1942,0.05849131586536499
1943,0.05845044803651368
1944,0.05841897759127802
1945,0.05839658875712998
1946,0.05838292364379825
1947,0.058377587072838126
1948,0.058380151232874516
1949,0.058390160163328805
1950,0.05840713406414689
1951,0.058438041908488364
1952,0.058488552905844045
1953,0.05855609541808984
1954,0.05863794749368485
1955,0.05873138342141935
1956,0.05883370041643602
1957,0.05894225728511936
1958,0.05905450625998249
1959,0.059168017839485755
1960,0.05928049839547997
1961,0.05938980026914785
1962,0.05949392410230286
1963,0.05960005033617626
1964,0.05971479859741183
1965,0.059835519302539546
1966,0.05995960938165909
1967,0.060084651227677574
1968,0.06020842121618371
1969,0.06032890727465985
1970,0.06044431752055286
1971,0.06055307997742489
1972,0.06065383328628034
1973,0.060745408311456014
1974,0.06083305428337035
1975,0.06092184911149321
1976,0.061010546965674095
1977,0.06109797089390012
1978,0.0611830755227071
1979,0.061264945047664957
1980,0.061342796756133786
1981,0.06141597905823275
1982,0.06148396810282053
1983,0.06154636685298562
1984,0.0616028898442262
1985,0.061653348965806945
1986,0.06170055489492962
1987,0.061746733235659254
1988,0.06179098322918945
1989,0.06183254539763018
1990,0.061870817464865585
1991,0.06190534466409651
1992,0.061935805869978565
1993,0.061961992682298975
1994,0.06198378153252612
1995,0.062001098832575145
1996,0.0620138791818818
1997,0.06202355629414255
1998,0.062031641479939954
1999,0.06203815527557541
2000,0.06204310350729435
2001,0.06204647833666997
2002,0.062048253890806114
2003,0.06204838247647657
2004,0.06204679057870042
2005,0.062043374659828905
2006,0.062037996754441174
2007,0.062030479853186424
2008,0.06202069252406346
2009,0.062008541609508555
2010,0.06199385203607954
2011,0.06197641845322817
2012,0.06195600673143874
2013,0.06193235519755199
2014,0.06190517584579892
2015,0.06187415549367782
2016,0.06183895688141943
2017,0.06179921971337696
2018,0.06175456163986233
